"","X1","line","section_name","section_artist","song_name","artist_name","song_id"
"1",1,"I don't want a lot for Christmas","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"2",2,"There is just one thing I need","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"3",3,"I don't care about the presents","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"4",4,"Underneath the Christmas tree","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"5",5,"I just want you for my own","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"6",6,"More than you could ever know","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"7",7,"Make my wish come true","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"8",8,"All I want for Christmas is you, yeah","Intro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"9",9,"I don't want a lot for Christmas","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"10",10,"There is just one thing I need (And I)","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"11",11,"Don't care about the presents","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"12",12,"Underneath the Christmas tree","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"13",13,"I don't need to hang my stocking","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"14",14,"There upon the fireplace (Ah)","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"15",15,"Santa Claus won't make me happy","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"16",16,"With a toy on Christmas Day","Verse 1","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"17",17,"I just want you for my own (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"18",18,"More than you could ever know (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"19",19,"Make my wish come true","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"20",20,"All I want for Christmas is you","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"21",21,"You, baby","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"22",22,"Oh, I won't ask for much this Christmas","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"23",23,"I won't even wish for snow (And I)","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"24",24,"I'm just gonna keep on waiting","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"25",25,"Underneath the mistletoe","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"26",26,"I won't make a list and send it","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"27",27,"To the North Pole for Saint Nick (Ah)","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"28",28,"I won't even stay awake to","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"29",29,"Hear those magic reindeer click","Verse 2","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"30",30,"'Cause I just want you here tonight (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"31",31,"Holding on to me so tight (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"32",32,"What more can I do?","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"33",33,"Oh baby, all I want for Christmas is you","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"34",34,"You, baby","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"35",35,"Oh, all the lights are shining","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"36",36,"So brightly everywhere (So brightly, baby)","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"37",37,"And the sound of children's","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"38",38,"Laughter fills the air (Oh, oh yeah)","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"39",39,"And everyone is singing (Oh yeah)","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"40",40,"I hear those sleigh bells ringing (Oh)","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"41",41,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"42",42,"Won't you please bring my baby to me?","Bridge","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"43",43,"Oh, I don't want a lot for Christmas","Verse 3","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"44",44,"This is all I'm asking for (Ah)","Verse 3","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"45",45,"I just wanna see my baby","Verse 3","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"46",46,"Standing right outside my door","Verse 3","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"47",47,"Oh, I just want you for my own (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"48",48,"More than you could ever know (Ooh)","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"49",49,"Make my wish come true","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"50",50,"Oh baby, all I want for Christmas is you","Chorus","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"51",51,"You, baby","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"52",52,"All I want for Christmas is you, baby (You)","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"53",53,"All I want for Christmas is you, baby (Ah, oh, ah, oh)","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"54",54,"All I want for Christmas is you, baby (You)","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"55",55,"All I want for Christmas is you, baby (All I really want, baby, ooh)","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"56",56,"All I want for Christmas is you, baby (All I want, all I really want is you)","Outro","Mariah Carey","All I Want for Christmas Is You","Mariah Carey",204233
"57",57,"There ain't no gold in this river","Verse 1","Adele","Easy On Me","Adele",7260084
"58",58,"That I've been washin' my hands in forever","Verse 1","Adele","Easy On Me","Adele",7260084
"59",59,"I know there is hope in these waters","Verse 1","Adele","Easy On Me","Adele",7260084
"60",60,"But I can't bring myself to swim","Verse 1","Adele","Easy On Me","Adele",7260084
"61",61,"When I am drowning in this silence","Verse 1","Adele","Easy On Me","Adele",7260084
"62",62,"Baby, let me in","Verse 1","Adele","Easy On Me","Adele",7260084
"63",63,"Go easy on me, baby","Chorus","Adele","Easy On Me","Adele",7260084
"64",64,"I was still a child","Chorus","Adele","Easy On Me","Adele",7260084
"65",65,"Didn't get the chance to","Chorus","Adele","Easy On Me","Adele",7260084
"66",66,"Feel the world around me","Chorus","Adele","Easy On Me","Adele",7260084
"67",67,"I had no time to choose what I chose to do","Chorus","Adele","Easy On Me","Adele",7260084
"68",68,"So go easy on me","Chorus","Adele","Easy On Me","Adele",7260084
"69",69,"There ain't no room for things to change","Verse 2","Adele","Easy On Me","Adele",7260084
"70",70,"When we are both so deeply stuck in our ways","Verse 2","Adele","Easy On Me","Adele",7260084
"71",71,"You can't deny how hard I've tried","Verse 2","Adele","Easy On Me","Adele",7260084
"72",72,"I changed who I was to put you both first","Verse 2","Adele","Easy On Me","Adele",7260084
"73",73,"But now I give up","Verse 2","Adele","Easy On Me","Adele",7260084
"74",74,"Go easy on mе, baby","Chorus","Adele","Easy On Me","Adele",7260084
"75",75,"I was still a child","Chorus","Adele","Easy On Me","Adele",7260084
"76",76,"Didn't get the chance to","Chorus","Adele","Easy On Me","Adele",7260084
"77",77,"Feel thе world around me","Chorus","Adele","Easy On Me","Adele",7260084
"78",78,"Had no time to choose what I chose to do","Chorus","Adele","Easy On Me","Adele",7260084
"79",79,"So go easy on me","Chorus","Adele","Easy On Me","Adele",7260084
"80",80,"I had good intentions","Bridge","Adele","Easy On Me","Adele",7260084
"81",81,"And the highest hopes","Bridge","Adele","Easy On Me","Adele",7260084
"82",82,"But I know right now","Bridge","Adele","Easy On Me","Adele",7260084
"83",83,"It probably doesn't even show","Bridge","Adele","Easy On Me","Adele",7260084
"84",84,"Go easy on me, baby","Chorus","Adele","Easy On Me","Adele",7260084
"85",85,"I was still a child","Chorus","Adele","Easy On Me","Adele",7260084
"86",86,"I didn't get the chance to","Chorus","Adele","Easy On Me","Adele",7260084
"87",87,"Feel the world around me","Chorus","Adele","Easy On Me","Adele",7260084
"88",88,"I had no time to choose what I chose to do","Chorus","Adele","Easy On Me","Adele",7260084
"89",89,"So go easy on me","Chorus","Adele","Easy On Me","Adele",7260084
"90",90,"Ahh-ahh-ahh","Intro","Chorus","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"91",91,"Rockin' around the Christmas tree","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"92",92,"At the Christmas party hop","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"93",93,"Mistletoe hung where you can see","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"94",94,"Every couple tries to stop","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"95",95,"Rockin' around the Christmas tree","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"96",96,"Let the Christmas spirit ring","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"97",97,"Later, we'll have some pumpkin pie","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"98",98,"And we'll do some caroling","Verse","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"99",99,"You will get a sentimental feeling when you hear","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"100",100,"Voices singing, ""Let's be jolly (Ooo)","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"101",101,"Deck the halls with boughs of holly!""","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"102",102,"Rockin' around the Christmas tree","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"103",103,"Have a happy holiday","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"104",104,"Everyone's dancing merrily","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"105",105,"In the new old fashioned way","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"106",106,"You will get a sentimental feeling when you hear","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"107",107,"Voices singing, ""Let's be jolly (Ooo)","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"108",108,"Deck the halls with boughs of holly!""","Pre-Chorus","Brenda Lee & Chorus, both","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"109",109,"Rockin' around the Christmas tree","Chorus","Brenda Lee & Chorus","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"110",110,"Have a happy holiday","Chorus","Brenda Lee & Chorus","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"111",111,"Everyone's dancing merrily","Chorus","Brenda Lee & Chorus","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"112",112,"In the new old fashioned way (Ahh)","Chorus","Brenda Lee & Chorus","Rockin’ Around The Christmas Tree","Brenda Lee",104606
"113",113,"Jingle bell, jingle bell, jingle bell rock","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"114",114,"Jingle bells swing and jingle bells ring","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"115",115,"Snowin' and blowin' up bushels of fun","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"116",116,"Now, the jingle hop has begun","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"117",117,"Jingle bell, jingle bell, jingle bell rock","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"118",118,"Jingle bells chime in jingle bell time","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"119",119,"Dancin' and prancin' in Jingle Bell Square","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"120",120,"In the frosty air","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"121",121,"What a bright time, it's the right time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"122",122,"To rock the night away","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"123",123,"Jingle bell time is a swell time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"124",124,"To go glidin' in a one-horse sleigh","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"125",125,"Giddy up, jingle horse, pick up your feet","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"126",126,"Jingle around the clock","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"127",127,"Mix and a-mingle in the jinglin' feet","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"128",128,"That's the jingle bell rock","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"129",129,"Jingle bell, jingle bell, jingle bell rock","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"130",130,"Jingle bells chime in jingle bell time","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"131",131,"Dancin' and prancin' in Jingle Bell Square","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"132",132,"In the frosty air","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"133",133,"What a bright time, it's the right time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"134",134,"To rock the night away","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"135",135,"Jingle bell time is a swell time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"136",136,"To go glidin' in a one-horse sleigh","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"137",137,"Giddy up, jingle horse, pick up your feet","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"138",138,"Jingle around the clock","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"139",139,"Mix and a-mingle in the jinglin' feet","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"140",140,"That's the jingle bell","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"141",141,"That's the jingle bell","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"142",142,"That's the jingle bell rock","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms",623112
"143",143,"Ding-dong-ding","Intro","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"144",144,"Ding-dong-ding","Intro","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"145",145,"Have a holly jolly Christmas (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"146",146,"It's the best time of the year (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"147",147,"I don't know if there'll be snow","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"148",148,"But have a cup of cheer","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"149",149,"Have a holly jolly Christmas (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"150",150,"And when you walk down the street (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"151",151,"Say hello to friends you know","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"152",152,"And everyone you meet","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"153",153,"Oh ho, the mistletoe","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"154",154,"Hung where you can see","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"155",155,"Somebody waits for you (Ahh)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"156",156,"Kiss her once for me","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"157",157,"Have a holly jolly Christmas (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"158",158,"And in case you didn't hear (Ding-dong-ding)","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"159",159,"Oh, by golly, have a holly jolly Christmas this year","Verse 1","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"160",160,"Have a holly jolly Christmas","Interlude","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"161",161,"It's the best time of the year","Interlude","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"162",162,"Have a holly jolly Christmas","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"163",163,"And when you walk down the street","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"164",164,"Say hello to friends you know","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"165",165,"And everyone you meet","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"166",166,"Oh ho, the mistletoe","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"167",167,"Hung where you can see","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"168",168,"Somebody waits for you (Ahhh)","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"169",169,"Kiss her once for me","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"170",170,"Have a holly jolly Christmas (Ding-dong-ding)","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"171",171,"And in case you didn't hear (Ding-dong-ding)","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"172",172,"Oh, by golly, have a holly jolly Christmas this year","Verse 2","Burl Ives, Chorus, both","A Holly Jolly Christmas","Burl Ives",1565104
"173",173,"Ding-dong-ding-dong","Outro","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"174",174,"Ding-dong-ding-dong","Outro","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"175",175,"Ding-dong-ding","Outro","Chorus","A Holly Jolly Christmas","Burl Ives",1565104
"176",207,"(Last night, all I think about is you)","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"177",208,"(Don't stop, baby, you can walk through)","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"178",209,"(Don't want, baby, think about you)","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"179",210,"(You know that I'm never gonna lose)","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"180",211,"Road shimmer wigglin' the vision","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"181",212,"Heat, heat waves, I'm swimmin' in a mirror","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"182",213,"Road shimmer wigglin' the vision","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"183",214,"Heat, heat waves, I'm swimmin' in a—","Intro","Glass Animals","Heat Waves","Glass Animals",5318313
"184",215,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"185",216,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"186",217,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"187",218,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"188",219,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"189",220,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"190",221,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"191",222,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"192",223,"Usually, I put somethin' on TV","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"193",224,"So we never think about you and me","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"194",225,"But today, I see our reflections clearly","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"195",226,"In Hollywood, layin' on the screen","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"196",227,"You just need a better life than this","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"197",228,"You need somethin' I can never give","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"198",229,"Fake water all across the road","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"199",230,"It's gone now, the night has come, but","Verse 1","Glass Animals","Heat Waves","Glass Animals",5318313
"200",231,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"201",232,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"202",233,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"203",234,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"204",235,"You can't fight it, you can't breathe","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"205",236,"You say somethin' so lovin', but","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"206",237,"Now I gotta let you go","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"207",238,"You'll be better off in someone new","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"208",239,"I don't wanna be alone","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"209",240,"You know it hurts me too","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"210",241,"You look so broken when you cry","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"211",242,"One more and then I say goodbye","Verse 2","Glass Animals","Heat Waves","Glass Animals",5318313
"212",243,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"213",244,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"214",245,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"215",246,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"216",247,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"217",248,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"218",249,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"219",250,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"220",251,"I just wonder what you're dreamin' of","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"221",252,"When you sleep and smile so comfortable","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"222",253,"I just wish that I could give you that","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"223",254,"That look that's perfectly un-sad","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"224",255,"Sometimes, all I think about is you","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"225",256,"Late nights in the middle of June","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"226",257,"Heat waves been fakin' me out","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"227",258,"Heat waves been fakin' me out","Bridge","Glass Animals","Heat Waves","Glass Animals",5318313
"228",259,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"229",260,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"230",261,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"231",262,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"232",263,"Sometimes, all I think about is you","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"233",264,"Late nights in the middle of June","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"234",265,"Heat waves been fakin' me out","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"235",266,"Can't make you happier now","Chorus","Glass Animals","Heat Waves","Glass Animals",5318313
"236",267,"Road shimmer wigglin' the vision","Outro","Glass Animals","Heat Waves","Glass Animals",5318313
"237",268,"Heat, heat waves, I'm swimmin' in a mirror","Outro","Glass Animals","Heat Waves","Glass Animals",5318313
"238",269,"Road shimmer wigglin' the vision","Outro","Glass Animals","Heat Waves","Glass Animals",5318313
"239",270,"Heat, heat waves, I'm swimmin' in a mirror","Outro","Glass Animals","Heat Waves","Glass Animals",5318313
"240",271,"It's the most wonderful time of the year","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"241",272,"With the kids jingle belling","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"242",273,"And everyone telling you ""Be of good cheer!""","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"243",274,"It's the most wonderful time of the year","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"244",275,"It's the hap-happiest season of all","Verse 1","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"245",276,"With those holiday greetings","Verse 1","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"246",277,"And gay happy meetings when friends come to call","Verse 1","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"247",278,"It's the hap-happiest season of all","Verse 1","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"248",279,"There'll be parties for hosting","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"249",280,"Marshmallows for toasting","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"250",281,"And caroling out in the snow","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"251",282,"There'll be scary ghost stories","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"252",283,"And tales of the glories","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"253",284,"Of Christmases long, long ago","Pre-Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"254",285,"It's the most wonderful time of the year","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"255",286,"There'll be much mistletoeing","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"256",287,"And hearts will be glowing when loved ones are near","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
"257",288,"It's the most wonderful time of the year","Chorus","Andy Williams","It’s the Most Wonderful Time of the Year","Andy Williams",2255377
