"","X1","line","section_name","section_artist","song_name","artist_name","song_id"
"2357",2439,"And baby, there you are","Verse 2","Kane Brown","One Mississippi","Kane Brown",7104064
"2358",2440,"And it's fire, you're like this Bourbon, hundred proof","Verse 2","Kane Brown","One Mississippi","Kane Brown",7104064
"2359",2441,"Yeah, they don't burn the way you do","Verse 2","Kane Brown","One Mississippi","Kane Brown",7104064
"2360",2442,"Yeah, we're better in the dark so","Verse 2","Kane Brown","One Mississippi","Kane Brown",7104064
"2361",2443,"Oh, oh, oh, oh, oh","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2362",2444,"Well, I swear we're through with the lonely drunk and déjà vu","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2363",2445,"Oh, oh, oh, oh, oh","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2364",2446,"Five minutes out of downtown","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2365",2447,"Ain't nothin' but a countdown","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2366",2448,"One Mississippi, two Mississippi, three shots of whiskey","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2367",2449,"Are you on your way?","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2368",2450,"Way tipsy, baby, come kiss me, I can't wait, I can't wait","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2369",2451,"Mississippi, two Mississippi, three in the mornin'","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2370",2452,"We'll be on our way","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2371",2453,"So tipsy, can't stop kissin', I can't wait, I can't wait forever","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2372",2454,"Hey","Guitar Solo / Instrumental Break","Kane Brown","One Mississippi","Kane Brown",7104064
"2373",2455,"Kinda like that Georgia wind","Bridge","Kane Brown","One Mississippi","Kane Brown",7104064
"2374",2456,"We'll be gone and back again","Bridge","Kane Brown","One Mississippi","Kane Brown",7104064
"2375",2457,"But always wind up right back where we are","Bridge","Kane Brown","One Mississippi","Kane Brown",7104064
"2376",2458,"Playin' roulette with our hearts","Bridge","Kane Brown","One Mississippi","Kane Brown",7104064
"2377",2459,"And blowin' smoke rings in the dark, yeah","Bridge","Kane Brown","One Mississippi","Kane Brown",7104064
"2378",2460,"Oh, oh, oh, oh, oh","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2379",2461,"Well, I swear we're through with the lonely drunk and déjà vu","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2380",2462,"Oh, oh, oh, oh, oh","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2381",2463,"Five minutes out of downtown","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2382",2464,"Ain't nothin' but a countdown","Pre-Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2383",2465,"One Mississippi, two Mississippi, three shots of whiskey","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2384",2466,"Are you on your way?","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2385",2467,"Way tipsy, baby, come kiss me, I can't wait, I can't wait","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2386",2468,"Mississippi, two Mississippi, three in the mornin'","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2387",2469,"We'll be on our way","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2388",2470,"So tipsy, can't stop kissin', I can't wait, I can't wait forever","Chorus","Kane Brown","One Mississippi","Kane Brown",7104064
"2389",2471,"Every time I'm at this bar, tap on the shoulder, turn around","Outro","Kane Brown","One Mississippi","Kane Brown",7104064
"2390",2472,"And baby, there you are","Outro","Kane Brown","One Mississippi","Kane Brown",7104064
"2391",2473,"I'm wicked","Intro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2392",2474,"I'm wicked","Intro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2393",2475,"I'm wicked (Emkay)","Intro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2394",2476,"I'm wicked","Intro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2395",2477,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2396",2478,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2397",2479,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2398",2480,"Nigga, who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2399",2481,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2400",2482,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2401",2483,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2402",2484,"Nigga, who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2403",2485,"Who want smoke with me? I'm tryna fuck a nigga lungs up","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2404",2486,"They be like, ""Nardo, put them damn guns up""","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2405",2487,"Fuck that, say, ""Big brother, bring them guns out""","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2406",2488,"When it's smoke, we get to spinnin' while the sun out","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2407",2489,"I ain't never lackin', I pump gas with my gun out","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2408",2490,"Scream out, ""What's happenin'?"" then get to bussin' 'til it run out","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2409",2491,"All these niggas hidin', I'm likе where they at? It ain't no fun now","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2410",2492,"7.62s big as hеll'll knock a nigga lungs out","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2411",2493,"One, two, three, four (Kick your door, get on the floor)","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2412",2494,"Five, six, seven, eight (Don't make no noise, I'll eat your face)","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2413",2495,"Nine, ten, eleven, we ain't gon' say that number, we don't fuck with jakes","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2414",2496,"I'ma kill fourteen niggas if thirteen bitch niggas play","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2415",2497,"I think my Draco might be gay (Why?), 'cause he blow niggas","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2416",2498,"I just got a brand new Lolli, that's a four-nickel","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2417",2499,"Call me Nardo yes-man, I don't know niggas","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2418",2500,"You can send your best man, you gon' lose your best hitter","Verse 1","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2419",2501,"What the fuck is that?","Refrain","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2420",2502,"What the fuck is that?","Refrain","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2421",2503,"That's how I step on niggas","Refrain","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2422",2504,"(How I step on these bitch-ass niggas, yeah)","Refrain","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2423",2505,"We step on shit like Craig daddy","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2424",2506,"We in the gym, no pep rally","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2425",2507,"Won't come outside, he scared probably","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2426",2508,"They deeper than a fuckin' party","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2427",2509,"That don't matter (Why?)","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2428",2510,"'Cause I'm gon' spray this bitch at everybody","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2429",2511,"I'm Nardo, bitch, I do magic","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2430",2512,"Turn his whip into a basket","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2431",2513,"Take his life, he shouldn't have had it","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2432",2514,"I'm quick to snap just like my daddy","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2433",2515,"My nina rules, she kinda sassy","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2434",2516,"Let her go, she'll let you have it","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2435",2517,"Play you, lay you, try you down","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2436",2518,"I'm cold as hell, but I let off fire","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2437",2519,"Please don't try 'cause you gon' die","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2438",2520,"And I don't wanna see your mama cry","Verse 2","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2439",2521,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2440",2522,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2441",2523,"Nigga, who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2442",2524,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2443",2525,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2444",2526,"Who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2445",2527,"Nigga, who want smoke with me?","Chorus","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2446",2528,"What the fuck is that?","Outro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2447",2529,"What the fuck is that?","Outro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2448",2530,"That's how I step on niggas","Outro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2449",2531,"(How I step on these bitch-ass niggas, yeah)","Outro","Nardo Wick","Who Want Smoke?","Nardo Wick",6456401
"2450",2532,"I got that big, big energy","Intro","Latto","Big Energy","Latto",7194975
"2451",2533,"Got that real big energy","Intro","Latto","Big Energy","Latto",7194975
"2452",2534,"Hey, daddy","Intro","Latto","Big Energy","Latto",7194975
"2453",2535,"When you gon' stop playin'?","Intro","Latto","Big Energy","Latto",7194975
"2454",2536,"Bad bitch, I could be your fantasy (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2455",2537,"I can tell you got big dick energy (Uh-huh)","Chorus","Latto","Big Energy","Latto",7194975
"2456",2538,"It ain't too many niggas that can handle me (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2457",2539,"But I might let you try it off the Hennessy (Uh)","Chorus","Latto","Big Energy","Latto",7194975
"2458",2540,"Make 'em sing to this pussy like a melody (Make 'em sang)","Chorus","Latto","Big Energy","Latto",7194975
"2459",2541,"And if your bitch ain't right, I got the remedy (Ooh)","Chorus","Latto","Big Energy","Latto",7194975
"2460",2542,"It ain't too many niggas that can handle me (Ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2461",2543,"Bad bitch, I could be your fantasy (Ayy, ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2462",2544,"Tell me how you want it (Huh?)","Verse 1","Latto","Big Energy","Latto",7194975
"2463",2545,"Three, two, one and I'm on it (On it)","Verse 1","Latto","Big Energy","Latto",7194975
"2464",2546,"Feel good, don't it? (Don't it?)","Verse 1","Latto","Big Energy","Latto",7194975
"2465",2547,"Hood bitch, fuck you in a bonnet (Yeah)","Verse 1","Latto","Big Energy","Latto",7194975
"2466",2548,"I'ma bust it on a pole like Onyx (Ooh)","Verse 1","Latto","Big Energy","Latto",7194975
"2467",2549,"I'm just bein' honest (Uh-huh)","Verse 1","Latto","Big Energy","Latto",7194975
"2468",2550,"Pussy juicy, Minute Maid (Oh)","Verse 1","Latto","Big Energy","Latto",7194975
"2469",2551,"But can't do it one minutе, man (Hell no)","Verse 1","Latto","Big Energy","Latto",7194975
"2470",2552,"Not a side or a main","Verse 1","Latto","Big Energy","Latto",7194975
"2471",2553,"I'm the only bitch hе entertain (Yeah)","Verse 1","Latto","Big Energy","Latto",7194975
"2472",2554,"Spendin' his mine in the bank (In the bank)","Verse 1","Latto","Big Energy","Latto",7194975
"2473",2555,"I like what I see (Yeah)","Verse 1","Latto","Big Energy","Latto",7194975
"2474",2556,"A boss like you need a boss like me (Uh-huh)","Verse 1","Latto","Big Energy","Latto",7194975
"2475",2557,"Daddy from the street, so he move lowkey","Verse 1","Latto","Big Energy","Latto",7194975
"2476",2558,"Tryna ride that mic' like karaoke (Oh)","Verse 1","Latto","Big Energy","Latto",7194975
"2477",2559,"On the count of three, bad bitches, get money (Money)","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2478",2560,"Broke niggas to the left, we don't want it (We don't want)","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2479",2561,"I'm the one these bitches hate but they can't get past (Uh-huh)","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2480",2562,"Pretty face, no waist and a big ol' ass, ha","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2481",2563,"Bad bitch, I could be your fantasy (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2482",2564,"I can tell you got big dick energy (Uh-huh)","Chorus","Latto","Big Energy","Latto",7194975
"2483",2565,"It ain't too many niggas that can handle me (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2484",2566,"But I might let you try it off the Hennessy (Uh)","Chorus","Latto","Big Energy","Latto",7194975
"2485",2567,"Make 'em sing to this pussy like a melody (Make 'em sang)","Chorus","Latto","Big Energy","Latto",7194975
"2486",2568,"And if your bitch ain't right, I got the remedy (Ooh)","Chorus","Latto","Big Energy","Latto",7194975
"2487",2569,"It ain't too many niggas that can handle me (Ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2488",2570,"Bad bitch, I could be your fantasy (Ayy, ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2489",2571,"Got that real big energy","Post-Chorus","Latto","Big Energy","Latto",7194975
"2490",2572,"Got that big, big energy (Big dick energy)","Post-Chorus","Latto","Big Energy","Latto",7194975
"2491",2573,"Got that real big energy","Post-Chorus","Latto","Big Energy","Latto",7194975
"2492",2574,"Got that big, big energy (Big dick energy)","Post-Chorus","Latto","Big Energy","Latto",7194975
"2493",2575,"Yuh, tell me how you want it (Want it)","Verse 2","Latto","Big Energy","Latto",7194975
"2494",2576,"Three, two, one, camera rollin' (Ooh)","Verse 2","Latto","Big Energy","Latto",7194975
"2495",2577,"Do it slow motion (Uh-huh)","Verse 2","Latto","Big Energy","Latto",7194975
"2496",2578,"Real bitch, them other hoes phony","Verse 2","Latto","Big Energy","Latto",7194975
"2497",2579,"All that big talk, Latto put 'em on it (Latto)","Verse 2","Latto","Big Energy","Latto",7194975
"2498",2580,"I'm just bein' honest (Yeah)","Verse 2","Latto","Big Energy","Latto",7194975
"2499",2581,"Lingerie Dolce (Ha)","Verse 2","Latto","Big Energy","Latto",7194975
"2500",2582,"Blindfold (Yeah), tie me to the bed (Yeah), while we roleplay (Yeah)","Verse 2","Latto","Big Energy","Latto",7194975
"2501",2583,"Can't skip foreplay, kill the pussy cold case (Uh-huh)","Verse 2","Latto","Big Energy","Latto",7194975
"2502",2584,"I'm a boss bitch but tonight, we do it your way","Verse 2","Latto","Big Energy","Latto",7194975
"2503",2585,"On the count of three, bad bitches, get money (Get money)","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2504",2586,"Broke niggas to the left, we don't want it (Hell nah)","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2505",2587,"If you ever see me broke, I'm probably rockin' a cast","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2506",2588,"Pretty face, no waist with a big ol' bag, ha","Pre-Chorus","Latto","Big Energy","Latto",7194975
"2507",2589,"Bad bitch, I could be your fantasy (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2508",2590,"I can tell you got big dick energy (Uh-huh)","Chorus","Latto","Big Energy","Latto",7194975
"2509",2591,"It ain't too many niggas that can handle me (Yeah)","Chorus","Latto","Big Energy","Latto",7194975
"2510",2592,"But I might let you try it off the Hennessy (Uh)","Chorus","Latto","Big Energy","Latto",7194975
"2511",2593,"Make 'em sing to this pussy like a melody (Make 'em sang)","Chorus","Latto","Big Energy","Latto",7194975
"2512",2594,"And if your bitch ain't right, I got the remedy (Ooh)","Chorus","Latto","Big Energy","Latto",7194975
"2513",2595,"It ain't too many niggas that can handle me (Ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2514",2596,"Bad bitch, I could be your fantasy (Ayy, ayy)","Chorus","Latto","Big Energy","Latto",7194975
"2515",2597,"Got that real big energy","Post-Chorus","Latto","Big Energy","Latto",7194975
"2516",2598,"Got that big, big energy (Big dick energy)","Post-Chorus","Latto","Big Energy","Latto",7194975
"2517",2599,"Got that real big energy","Post-Chorus","Latto","Big Energy","Latto",7194975
"2518",2600,"Got that big, big energy (Big dick energy)","Post-Chorus","Latto","Big Energy","Latto",7194975
"2519",2651,"Downtown's gettin' busy","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2520",2652,"People everywhere","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2521",2653,"Stores are decorated","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2522",2654,"There's Christmas in the air","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2523",2655,"Santa's gettin' ready","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2524",2656,"Kids are countin' down","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2525",2657,"The only thing left to do right now is","Verse 1","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2526",2658,"Pick out a Christmas tree","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2527",2659,"Top shelf in aisle three","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2528",2660,"We'll tie it to the car","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2529",2661,"Hey, don't forget the star","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2530",2662,"And when we get back home","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2531",2663,"Plug it in and watch it glow","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2532",2664,"Been waitin' all year to","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2533",2665,"Light up the living room with you, ooh, ooh","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2534",2666,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2535",2667,"With you, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2536",2668,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2537",2669,"We'll light up all the stockings","Verse 2","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2538",2670,"Hang some mistletoe","Verse 2","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2539",2671,"And stay up past our bedtimes","Verse 2","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2540",2672,"Pray for it to snow until we","Verse 2","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2541",2673,"Pick out a Christmas tree","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2542",2674,"Top shelf in aisle three","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2543",2675,"We'll tie it to the car","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2544",2676,"Hey, don't forget the star","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2545",2677,"And when we get back home","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2546",2678,"Plug it in and watch it glow","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2547",2679,"Been waitin' all year to","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2548",2680,"Light up the living room with you, ooh, ooh","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2549",2681,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2550",2682,"With you, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2551",2683,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2552",2684,"So grab your kids and grab your coat","Bridge","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2553",2685,"December's here with your [?]","Bridge","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2554",2686,"Pick out a Christmas tree","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2555",2687,"Top shelf in aisle three","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2556",2688,"We'll tie it to the car","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2557",2689,"Hey, don't forget the star","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2558",2690,"And when we get back home","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2559",2691,"Plug it in and watch it glow","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2560",2692,"Been waitin' all year to","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2561",2693,"Light up the living room with you, ooh, ooh","Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2562",2694,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2563",2695,"With you, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2564",2696,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2565",2697,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2566",2698,"You, ooh, ooh (Yeah)","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2567",2699,"With you, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2568",2700,"You, ooh, ooh","Post-Chorus","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2569",2701,"Go pick out a Christmas tree with you","Outro","Dan + Shay","Pick Out A Christmas Tree","Dan + Shay",7353004
"2570",2702,"I walked through the door with you, the air was cold","Verse 1","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2571",2703,"But something 'bout it felt like home somehow","Verse 1","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2572",2704,"And I left my scarf there at your sister's house","Verse 1","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2573",2705,"And you've still got it in your drawer, even now","Verse 1","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2574",2706,"Oh, your sweet disposition and my wide-eyed gaze","Verse 2","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2575",2707,"We're singing in the car, getting lost upstate","Verse 2","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2576",2708,"Autumn leaves falling down like pieces into place","Verse 2","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2577",2709,"And I can picture it after all these days","Verse 2","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2578",2710,"And I know it's long gone and","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2579",2711,"That magic's not here no more","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2580",2712,"And I might be okay, but I'm not fine at all","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2581",2713,"Oh, oh, oh","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2582",2714,"'Causе there we arе again on that little town street","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2583",2715,"You almost ran the red 'cause you were lookin' over at me","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2584",2716,"Wind in my hair, I was there","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2585",2717,"I remember it all too well","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2586",2718,"Photo album on the counter, your cheeks were turning red","Verse 3","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2587",2719,"You used to be a little kid with glasses in a twin-sized bed","Verse 3","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2588",2720,"And your mother's telling stories 'bout you on the tee-ball team","Verse 3","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2589",2721,"You taught me 'bout your past, thinking your future was me","Verse 3","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2590",2722,"And I know it's long gone and","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2591",2723,"There was nothing else I could do","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2592",2724,"And I forget about you long enough","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2593",2725,"To forget why I needed to","Pre-Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2594",2726,"'Cause there we are again in the middle of the night","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2595",2727,"We're dancing 'round the kitchen in the refrigerator light","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2596",2728,"Down the stairs, I was there","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2597",2729,"I remember it all too well, yeah","Chorus","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2598",2730,"And maybe we got lost in translation","Bridge","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2599",2731,"Maybe I asked for too much","Bridge","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
"2600",2732,"But maybe this thing was a masterpiece","Bridge","Taylor Swift","All Too Well (Taylor’s Version)","Taylor Swift",6688199
